,name,builtdate
18682,精文苑,2001年建
18686,瑞金新苑,1998年建
18687,城信大厦,1998年建
18688,振颖苑,2000年建
18690,陆家浜路1382弄,1993年建
18691,郁金香花苑,1999年建
18693,莱兴公寓,1996年建
18697,丽南公寓,1999年建
18698,瞿溪路680弄,1995年建
18704,海珀日晖,2010年建
18705,紫华大楼,1989年建
18711,新中苑,1999年建
18714,黄浦丽园,2008年建
18728,蓬莱花苑,1997年建
18729,马当路418弄,1982年建
18732,淮海大厦,1993年建
18736,帝庭,2004年建
18741,祥安公寓,1998年建
18748,建新公寓,2006年建
18753,汉口路407号,1985年建
18754,金汇园,1998年建
18755,富源公寓,1997年建
18757,共和园小区,1991年建
18760,顺天村（南区）,1981年建
18761,打浦路303弄,1996年建
18763,复兴中路626弄,1989年建
18764,光启路103弄,1992年建
18771,局门路160号,1985年建
18774,永泰街43弄,1986年建
18776,雅庐苑,2009年建
18777,望江苑,2000年建
18778,花园坊,1982年建
18779,茂名坊,1999年建
18780,中恒公寓,1999年建
18782,普育西路110号,1993年建
18783,沧海苑,2000年建
18793,北京东路375号,1984年建
18794,思南公寓,1999年建
18795,同春坊,1926年建
18796,马园街25弄,
18808,新闸路274号,1976年建
18809,林荫大楼,1990年建
18812,卜邻公寓,1936年建
18815,绿城黄浦湾,
18817,凯德茂名公馆,2013年建
18825,建国大厦,2004年建
18839,振兴大楼,1985年建
18846,斜土路74号,1983年建
18847,山北小区,1987年建
18859,新闸路278号,1976年建
18862,五里桥路262号,1988年建
18863,裕和公寓,2012年建
18875,中汇公寓,2002年建
18876,陕西南路271弄,1991年建
18878,嘉登公寓,1998年建
18905,怡水豪庭,2008年建
18909,新世纪大厦,2003年建
18913,中山南一路1022号,1979年建
18925,复兴苑,1998年建
18926,四牌楼路147号,1987年建
18927,华府天地睿园,
18942,徐家汇路77弄,1985年建
18946,普育东路36号,1978年建
18947,五里桥路260弄,1988年建
18954,县左街20弄,1987年建
18956,瞿溪路127号,1964年建
18958,永惠大厦,2000年建
18962,蒙自路430弄,1982年建
18965,淮海中路542弄,
18968,鲁班大楼,1990年建
18969,爱心公寓,1999年建
18971,海南西弄56号,1995年建
18975,光启路91号,1992年建
18977,蒙自路345弄,1981年建
18985,淮海中路834号,
18992,中山南路1814弄,1982年建
18998,海佳大厦,1999年建
19003,丽园路710弄,1986年建
19005,万宜坊,
19011,瞿溪路802号,1993年建
19015,瞿溪路1003弄,1985年建
19019,金瓯万国大厦,1999年建
19023,巨鹿路385号,
19024,丽丽小区,1988年建
19025,祥康里,1982年建
19027,人才大厦,1998年建
19028,牌楼路31弄,1992年建
19029,思南公馆,2010年建
19035,蒙自路224号,1987年建
19052,华教大厦,1997年建
19072,锦麟天地雅苑,2005年建
19079,露香园,2014年建
19110,建国中路149号,
19128,斜土路556弄,1975年建
19137,淮海中路822号,
19144,瞿二小区,1975年建
19147,富丽华大厦,1990年建
19148,南川大楼,1994年建
19153,唐家宅小区,1960年建
19154,长乐村,
19158,宁新小区,1989年建
19163,中华路1141弄,1989年建
19166,淮海中路542号,1935年建
19180,长峰馨园,2006年建
19187,西姚家弄51号,1982年建
19188,国货路378号,1983年建
19195,瑞金二路130号,1973年建
19225,牌楼路23号,1992年建
19228,建德小区,1976年建
19230,香山丽舍（公寓）,2003年建
19232,渔阳里,
19235,中复小区,1989年建
19236,海潮路230弄,1980年建
19250,裕兴大厦（公寓）,1999年建
19252,福海小区,1979年建
19269,阳光里,2005年建
19271,东泰花苑,2002年建
19284,陆家浜大楼,1987年建
19302,中信福申大楼,1993年建
19306,皋兰路21弄,1936年建
19308,正达公寓,1995年建
19309,斜土路12号,1974年建
19316,普育小区,1977年建
19327,荣业里,1936年建
19349,海兴广场,1996年建
19351,南塘浜路115号,1985年建
19361,斜土路723弄,1991年建
19377,海洲国际华园,2006年建
19389,宁波路561号,1997年建
19390,陕西南路271弄23支弄,1979年建
19391,兰馨公寓（卢湾）,2009年建
19404,达新大楼,1992年建
19419,汇丽小区,1989年建
19427,海上梦苑,2007年建
19430,上海人家,1999年建
19436,南塘浜路93弄,1981年建
19458,曹市弄42弄,1984年建
19474,雾晓大楼,1988年建
19478,巨鹿路268号,
19479,中山南路1750号,1977年建
19483,原水小区（制造局路208弄）,1998年建
19485,瞿溪路126号,1964年建
19487,光启路105号,1992年建
19497,扬子江家园,2005年建
19498,茂名大楼,1992年建
19503,紫勋雍邸,2006年建
19527,海丽花园,1997年建
19529,曲园,1973年建
19530,福建中路195弄,1978年建
19548,大众家园,2001年建
19559,打浦路210弄,1987年建
19578,龙华小区,1979年建
19579,永宁街66号,1989年建
19586,打浦大楼,1978年建
19589,重新小区,1936年建
19591,兴安路139号,
19616,平利公寓,1999年建
19621,瑞金南路271弄,1992年建
19675,大林路43弄,1991年建
19696,兴安路96弄,1930年建
19702,金陵大楼,1937年建
19717,打浦路594号,1985年建
19739,永泰公寓,1994年建
19742,福州路646号,1974年建
19750,雅州公寓,2004年建
19752,复兴中路455号,1936年建
19757,丽园路660号,1983年建
19775,富南大厦,1999年建
19779,瞿溪路131号,1964年建
19782,局门后路31号,1982年建
19788,福海公寓,1999年建
19790,中华坊小区,1980年建
19796,圣莲大厦,2007年建
19811,茂名大厦,1999年建
19813,和顺街26弄,1990年建
19814,建国中路143号,1912年建
19816,龙悦大厦,
19825,惠国公寓,2003年建
19826,蓬莱路285弄,1985年建
19840,南昌路166弄,
19841,海丽大厦,1998年建
19846,房地大厦（黄浦）,1999年建
19848,老道前街16弄,
19854,打浦路500弄,1965年建
19856,黄浦逸城,2014年建
19862,南三小区,
19864,蓬莱路303弄,1990年建
19865,中泰公寓,1993年建
19867,威海小区,1965年建
19871,学院路15号,1993年建
19872,张家弄134号,
19874,中山南一路447号,1994年建
19880,中山南一路161弄,1982年建
19882,永宁街56号,1989年建
19890,尚文路267弄,1988年建
19891,斜土路734弄,1987年建
19895,中华路1316弄,1978年建
19899,四川中路126弄,
19902,绿地海珀黄浦,
19911,林云小区,1988年建
19919,大二小区,1973年建
19922,邮电新村,1953年建
19931,东泰大厦,1999年建
19937,欧九小区,1985年建
19948,宁和小区,1992年建
19950,申地公寓,1997年建
19951,玉田新村,1957年建
19955,凉城一村,1991年建
19966,奔腾新干线,2003年建
19967,明园森林都市,2013年建
19979,康平小区,1986年建
19985,飘鹰花苑,1998年建
19986,阳城贵都,2009年建
19997,建邦16区,2011年建
20009,瑞虹新城（一期）,2002年建
20011,阳曲路190弄,1987年建
20017,运光路53号,1982年建
20018,德安大厦,2002年建
20024,水电路108弄,1987年建
20026,彭顺小区,1979年建
20027,保平小区,1991年建
20033,静安河滨花园,2003年建
20041,灵新小区,1988年建
20043,白金湾广场（公寓）,2008年建
20055,曲阳名邸,2005年建
20062,唐山新苑,1996年建
20065,岭南路700弄,1990年建
20069,高荣小区,1990年建
20073,申强公寓,1999年建
20077,中山家具大厦,1999年建
20084,弘丰新苑,1997年建
20107,耀江国际广场（公寓）,2006年建
20108,建工天峰公寓,1996年建
20112,幸福老公寓,1936年建
20128,悦公馆,2010年建
20130,忠烈小区,1987年建
20154,嘉利明珠城,2005年建
20158,中凯城市之光（静安）,2003年建
20159,东方莱茵,2003年建
20162,商业二村,1961年建
20167,新梅共和城,2004年建
20171,临汾路828弄,1993年建
20176,西南小区,1980年建
20179,大众公寓,1995年建
20184,世博花园,2010年建
20195,保德路1010弄,1992年建
20205,水电小区,1987年建
20208,新江大楼,1992年建
20225,卓悦居,2008年建
20228,广中五村,1978年建
20243,三兴苑,2004年建
20246,康泉小区,1995年建
20247,建机新村,1958年建
20259,绿洲雅宾利花园（一期）,2007年建
20274,大宁路660弄,1995年建
20278,大连小区,1994年建
20283,东新大楼,1999年建
20287,彭五小区,
20297,盛世家园,2002年建
20298,欣逸家园,2006年建
20302,灵峰公寓,1999年建
20313,兴泉小区,1998年建
20315,曲沃路153号,1994年建
20326,银都一村（闸北）,1995年建
20330,商建大楼,1997年建
20336,闸园新村,2008年建
20337,胜利小区（虹口）,1995年建
20348,玉峰花园,1995年建
20360,保德公寓,1997年建
20377,远洋新村,1979年建
20383,瑞虹新城（二期）,2005年建
20395,心族公寓,1996年建
20401,延长小区（闸北）,1990年建
20409,广中路25弄,1983年建
20410,昌盛苑,1994年建
20419,万峰梦湖苑,2004年建
20424,阳城花园,2001年建
20428,复元坊,1993年建
20429,快乐家苑,1999年建
20449,民乐佳苑,2005年建
20455,东方都市景苑,2002年建
20462,南星小区,1984年建
20463,华祺苑,2002年建
20471,瑞虹新城（三期）,2010年建
20490,慧芝湖花园,2007年建
20506,久耕小区,1991年建
20540,曲阳豪庭,2002年建
20558,东四小区,1985年建
20567,绿洲雅宾利花园（二期）,2010年建
20569,新电小区,1998年建
20578,谈家桥路85弄,1990年建
20586,密云路471弄,1985年建
20597,新陆花苑,1994年建
20602,天东小区,1999年建
20613,东体小区,1982年建
20638,共和新路4605弄,1995年建
20643,峥宸苑,2005年建
20645,上大东村,1994年建
20658,达安城,1998年建
20664,东方明珠大宁公寓,1998年建
20665,永泉公寓,2002年建
20689,达安锦园,2005年建
20702,芷江中路493弄,1992年建
20713,谈家桥路80弄,1987年建
20716,浦江名邸,2005年建
20767,闻喜小区,1985年建
20768,百乐门小区,1978年建
20783,句容小区,1996年建
20813,宇泰公寓,2000年建
20819,国贸花园,1997年建
20825,龙盛佳苑,2011年建
20860,海昌苑,2003年建
20861,曲一花苑,1979年建
20867,静安国际广场,1998年建
20870,凉城路1201弄,1993年建
20876,车站南路407弄,1991年建
20893,密云路611弄,1988年建
20910,何家宅小区,1987年建
20919,山阴路310弄,1981年建
20922,天宝西路252弄,1957年建
20928,宝山路499弄,1988年建
20929,河滨大楼,1936年建
20946,天宝西路251弄,1982年建
20953,银都二村（闸北）,1995年建
20956,永和二村,1995年建
20968,邢长小区,1988年建
20975,平顺路875弄,1997年建
20987,龙潭小区,1994年建
20996,兴亚广场（公寓）,2003年建
20998,育秀东区,1998年建
21005,云海苑,2003年建
21020,爱家豪庭,2007年建
21027,同心路125弄,1991年建
21031,合生朗廷,2007年建
21044,昌平大楼,1989年建
21050,西藏北路1103弄,1988年建
21052,吉联大厦,2006年建
21060,飘鹰东方花园,2001年建
21065,闻喜路1110弄,1987年建
21079,商业一村,1987年建
21087,沽源小区,1996年建
21099,水电路1013弄,1990年建
21113,申田大楼,1994年建
21115,原林小区,1992年建
21127,协和大厦,2006年建
21136,彭新小区,1985年建
21139,阳城美景,2005年建
21143,虹仪小区,1994年建
21150,姚西小区,1980年建
21154,久久公寓,2001年建
21158,文华苑（虹口）,1997年建
21160,运光小区,1985年建
21166,久业家苑,2000年建
21178,金水苑,2007年建
21198,阳曲路75弄,1990年建
21202,祥和花园,1997年建
21241,文怡花园,2004年建
21242,凉二小区,1994年建
21246,赤峰小区,1990年建
21250,水闸小区,
21251,和新小区,1999年建
21257,康虹园,1999年建
21262,新南家园,2005年建
21265,广裕小区,1995年建
21277,广中二村,1953年建
21282,远虹大厦,1995年建
21287,恒升半岛,2001年建
21290,镇宁路404弄,1990年建
21302,中心铂庭,2010年建
21310,友谊二村,1964年建
21313,联富假日公寓,2007年建
21327,静安四季苑,2007年建
21330,虹景公寓,1987年建
21343,悦华小区,1996年建
21344,模范村,
21368,大宁新村,1989年建
21370,新丰路609号,1995年建
21374,丰二小区,1992年建
21392,华侨城苏河湾（商住）,
21423,广联新苑,2001年建
21424,锦灏佳园,2002年建
21431,彭豪公寓,1997年建
21453,紫虹嘉苑,2003年建
21466,玉田支路20号,1982年建
21481,三泉公寓,1998年建
21491,新德公寓,1998年建
21499,欧四小区,1974年建
21508,延长中路451弄,1987年建
21510,建银曙光小区,1996年建
21513,玉四小区,1983年建
21546,邮电二村,1990年建
21590,海尚逸苑,2007年建
21615,欧五小区,1982年建
21645,洛阳新村,1997年建
21652,康宁雅庭,2004年建
21657,欧阳小区,1988年建
21658,通阁小区,1983年建
21689,荣振馨苑,2008年建
21702,银联花园,1993年建
21715,广中扩大小区,1989年建
21717,新福康里（别墅）,2001年建
21718,紫薇阁,2003年建
21726,密二小区,
21731,虹口现代公寓,2002年建
21735,广灵二村,1964年建
21736,龙腾小区,2001年建
21743,密三小区,1982年建
21752,平顺路825弄,1994年建
21763,虹口典范,2003年建
21774,广中路384号,1985年建
21775,静安枫景苑,2005年建
21802,新丰小区,1991年建
21811,恒通公寓,2000年建
21815,金鸿苑,1999年建
21816,达安花园,2004年建
21830,宝华现代城,2008年建
21877,香港丽园,2001年建
21900,阳光前景,2003年建
21910,永和丽园,2003年建
22020,博苑公寓,2004年建
22021,三泉家园,2003年建
22022,新理想家园,2002年建
22024,英达大厦,1998年建
22027,天道俪晶国际公寓,2005年建
22029,中兴财富国际公寓,2005年建
22030,和田小区,1996年建
22032,灵广花园,2007年建
22033,宝丰大厦,1997年建
22034,三泉路517弄,1993年建
22035,幸福新苑,1996年建
22038,场中路2401弄,1987年建
22040,场中路2601弄,1996年建
22041,绿柳苑,2002年建
22043,象山小区,1974年建
22044,洛川中路1100弄,1985年建
22047,曲沃路239号,1993年建
22048,上海滩大宁城（公寓）,2011年建
22050,锦沧公寓,2000年建
22052,阳曲路470弄,1992年建
22053,歌林春天馨园,2003年建
22054,阳曲小区,1987年建
22055,阳曲路50弄,1987年建
22056,景凤路205弄,1995年建
22059,八方小区,1995年建
22062,洛东大楼,1986年建
22063,新汾小区,1991年建
22064,洪远公寓,2000年建
22066,阳曲路570弄,1993年建
22068,临汾路1564弄,1995年建
22072,延长路265弄,1978年建
22076,世纪花苑,1999年建
22077,景峰苑,1995年建
22079,安源小区,1997年建
22080,芳苑小区,1996年建
22087,天目中路260号,1985年建
22088,广茂苑,1998年建
22089,永灵小区,1998年建
22090,宝山路503号,1977年建
22091,成亿花园,2003年建
22100,申地苑,1999年建
22101,乐业公寓,1999年建
22103,盛源家豪城,2008年建
22104,老沪太路250弄,1985年建
22107,芷江中路413弄,1987年建
22110,灵艺大厦,2009年建
22112,平型关路265弄,1988年建
22121,合建大楼,1996年建
22122,广隆公寓,1997年建
22124,闻喜路1223弄,1990年建
22129,锦佳苑,1997年建
22132,和玉苑,2004年建
22137,普善新苑,1999年建
22138,柳营路1025弄,1987年建
22142,建灵公寓,1997年建
22143,广盛苑,2002年建
22146,聚龙大厦,1997年建
22147,紫兰苑,2007年建
22152,越秀苑,2000年建
22156,中华新路485弄,1993年建
22157,和源名城,2011年建
22161,五月花都荟豪庭,2011年建
22162,大宁龙盛雅苑,2012年建
22163,和源名邸,2009年建
22164,久欣公寓,1999年建
22177,牡丹苑（闸北）,1996年建
22179,平顺路980弄,1993年建
22182,洛川东路400弄,1981年建
22184,和田路421弄,1991年建
22188,北苑大厦,2010年建
22190,恒安小区,1995年建
22191,保德路425弄,1989年建
22192,昌林公寓,1996年建
22193,欣武大厦,2000年建
22195,芷江西路123弄,1954年建
22196,恒安大厦,2000年建
22197,共康前进公寓,1996年建
22198,和诚公寓,1997年建
22202,幸福第一公寓,1998年建
22213,平顺小区,1985年建
22218,新世纪公寓,1996年建
22220,平顺路790弄,1991年建
22224,曲沃路35弄,1994年建
22226,二轻小区,1996年建
22228,星保花苑,1994年建
22231,凯鹏国际大厦,2000年建
22232,共和新路4555弄,1991年建
22235,永和家园,2008年建
22238,绿园小区,1992年建
22240,上工新村,1982年建
22241,保德路1258弄,1999年建
22244,平型关路240弄,1987年建
22246,望源公寓,2000年建
22248,汾西小区,1993年建
22251,永和三村,1996年建
22253,永和雅园,2003年建
22255,浦联公寓,1996年建
22257,场中路2471弄,1992年建
22260,金峰大厦,1996年建
22262,场中小区,1995年建
22264,场中路1985弄,1988年建
22265,三阳小区,1987年建
22266,岭南公寓,1998年建
22269,共康四村,1997年建
22276,万荣小区,1996年建
22277,金棕榈公寓,2001年建
22279,星城花苑,1994年建
22283,万荣新苑,1994年建
22286,紫腾苑,1999年建
22289,保德路241弄,1995年建
22290,阳城书院,2005年建
22291,临汾花园,1997年建
22292,平型关路615弄,1998年建
22293,阳曲路760弄,1994年建
22297,阳曲路400弄,1990年建
22302,和源大楼,2010年建
22305,中海万锦城（四期）,2011年建
22306,嘉里不夜城,1997年建
22307,谈家桥路163弄,1992年建
22308,万豪公寓,2013年建
22309,万科翡翠雅宾利,
22310,中星馨恒苑,2014年建
22311,都荟贤居,2011年建
22312,三宝花苑,1993年建
22314,芷江西路285弄,2000年建
22317,芷江西路270弄,1980年建
22318,通源小区,1984年建
22320,延长路168号,1981年建
22321,精文城上城,2004年建
22322,和安小区,1990年建
22327,富邑华庭,2005年建
22333,恒基不夜城,1996年建
22337,恒丰古北家苑,2000年建
22343,止园路320弄,1990年建
22345,北美公寓,2002年建
22350,天吉小区,1983年建
22357,利丰苑,1999年建
22362,曲沃小区,1997年建
22369,延长路166号,1981年建
22372,新弘国际公寓,2008年建
22373,新赵家宅,
22375,观景苑,2002年建
22377,延铁小区,1986年建
22381,临汾路1231弄,1995年建
22384,合兴小区,1993年建
22385,中山北路805弄,1986年建
22388,紫金兰花苑,1999年建
22393,崇文园,2004年建
22394,万荣阳光苑,2003年建
22397,卫茂大厦,1998年建
22398,盛和玲珑苑,2004年建
22402,爱建新家园,1999年建
22403,仁和恬园,2003年建
22405,岭南路100弄,1996年建
22408,南山路71弄,1995年建
22414,岭南小区,1988年建
22415,三泉安居苑,1999年建
22420,志业公寓,1997年建
22421,四川北路1515弄,
22424,北方佳苑,2006年建
22425,芷江中路531弄,1985年建
22433,荣和苑,1998年建
22435,海天大厦,1997年建
22436,永和一村,1995年建
22443,景星苑,2002年建
22446,永乐苑,1998年建
22447,景凤小区,1996年建
22449,鹏程宝都,1998年建
22450,金纺小区,1998年建
22455,阳景小区,1993年建
22460,圣和圣广场丽晶馆,2008年建
22461,粤秀苑,1997年建
22465,中山北路197弄,1991年建
22467,三泉路332弄,1991年建
22468,广盛公寓,2000年建
22472,黄山路220号,1988年建
22475,海通公寓,1997年建
22477,临汾路595号,1984年建
22479,彭浦新村,1983年建
22482,平顺路721弄,1990年建
22494,岭南路270弄,1984年建
22497,柳营路309弄,1987年建
22499,延长路178号,1980年建
22500,保德路1120弄,1993年建
22502,佳宁花园,2002年建
22507,岭南路50弄,1988年建
22508,青云公寓,1998年建
22515,阳城世家苑,2007年建
22516,芷江小区,1998年建
22517,包运大厦,1996年建
22518,旭阳苑,2000年建
22521,虬江大楼,1991年建
22529,北海新苑,1994年建
22530,共和新路1869弄,1978年建
22533,汉中小区,1996年建
22549,中华新路591弄,1977年建
22553,绿色丽园,2003年建
22556,国庆路3弄,1986年建
22557,汾西路400弄,2000年建
22560,海联公寓,1991年建
22561,共和新路970弄,1964年建
22569,阳曲路650弄,1994年建
22573,彭浦家园,2001年建
22576,普善路76号,1980年建
22578,中兴路1385弄,1986年建
22582,延铁家园,2004年建
22585,唐家沙小区,1984年建
22591,中山北路570弄,1987年建
22596,永和东村,1998年建
22601,康德公寓,2000年建
22606,公兴路45弄,1982年建
22615,宝昌路520弄,1983年建
22622,悠和家园,2006年建
22625,新鑫公寓,1999年建
22626,延长路170号,1980年建
22632,阳曲路391弄,1988年建
22640,三泉路415弄,1994年建
22642,农房熙藏,2015年建
22646,富泉公寓,2006年建
22647,和福花苑,2001年建
22648,宝联小区,1998年建
22662,延平小区,1983年建
22663,共和新路2169弄,1978年建
22664,新悦坊,2010年建
22666,西藏北路853弄,1987年建
22667,和泰花园,1999年建
22668,广延路52弄,1986年建
22670,平型关路300弄,1985年建
22672,曲沃路79弄,1994年建
22673,平顺路834弄,1991年建
22677,华东大厦,1997年建
22681,星纪花苑,1996年建
22682,平型关路230弄,1987年建
22684,中华新路455弄,1964年建
22689,紫祥小区,1989年建
22694,三兴大楼,1993年建
22695,中山北路831弄,1998年建
22711,复地新都国际,2011年建
22717,平保小区,1993年建
22718,中海万锦城（一期）,2010年建
22721,宏业公寓,1999年建
22724,西宝兴路922弄,1990年建
22725,虬江路821号,1984年建
22726,汾西路261弄,1988年建
22735,蒙特利名都城,2007年建
22738,恒丰路64弄,1990年建
22749,场中路2765弄,2001年建
22752,曲沃路249号,1993年建
22764,大宁瑞仕花园,2013年建
22780,华侨城苏河湾（公寓）,2013年建
22789,平型关路260弄,1984年建
22792,景凤路521弄,1990年建
22803,白玉兰馨园,2004年建
22804,绿苑公寓,2000年建
22806,龙馨嘉园,2004年建
22808,宁和公寓,2002年建
22809,灵石路896弄,1994年建
22822,星林苑,2002年建
22823,苏家巷小区,1991年建
22824,洛川中路901弄,1988年建
22841,会文大楼,1992年建
22845,盛世馨园,2004年建
22849,福泰公寓,2001年建
22853,新赵家宅路36号,1980年建
22857,童家浜小区,1986年建
22861,绿泉家苑,2005年建
22862,和兰苑,2001年建
22865,闻喜路251弄,1987年建
22872,圣和圣广场（公寓）,2008年建
22876,远龙公寓,1998年建
22877,柳营路319弄,1995年建
22884,中华新路893弄,1978年建
22886,宝昌路847弄,1995年建
22902,灵广大厦,1998年建
22908,凯成苑,2000年建
22909,物华园,2001年建
22914,东寅公寓,2006年建
22915,嘉茵苑,1998年建
22916,星城美景苑,2003年建
22919,里昂公寓,1999年建
22920,临汾名城,2004年建
22921,翔前小区,1994年建
22931,鸿泽苑,2002年建
22937,中海万锦城（二期）,2012年建
22942,冠华大楼,1997年建
22946,临汾路1565弄,1996年建
22953,中山北路255弄,1988年建
22959,振和公寓,1999年建
22964,曲沃路173号,1994年建
22968,宝昌路620弄,1988年建
22978,三泉路424弄,1991年建
22983,共和新路1857弄,1982年建
22984,平型关路235弄,1987年建
22985,永兴路973弄,1986年建
22989,中山北路762号,1986年建
22990,局西村,1988年建
22991,彭三小区,1985年建
22996,南山小区,1996年建
23001,统北村,1985年建
23023,共康三村,1995年建
23024,地矿小区,1996年建
23027,城龙公寓,2002年建
23033,晋元路85号,1984年建
23039,锦福公寓,2002年建
23046,扬波大厦,2000年建
23059,安丰小区,1996年建
23064,青云路712号,1987年建
23066,普铁新村,1957年建
23093,临汾路1515弄,1995年建
23094,和源祥邸珑庭,2011年建
23098,绿苑（闸北）,1997年建
23102,场中路1310弄,1997年建
23104,景凤路380弄,1993年建
23119,金城大厦,2006年建
23122,天祥华府,2014年建
23130,景阳小区,1994年建
23139,中兴路1279弄,1990年建
23183,芷江西路453弄,1994年建
23205,金泉苑（闸北）,1997年建
23209,绿厦小区,1982年建
23215,宁馨小区,1992年建
23219,广中西路818弄,1993年建
23227,兴联公寓,1998年建
23229,平顺路941弄,1994年建
23239,华舟小区,1998年建
23248,安业路300弄,1988年建
23257,临汾小区,1988年建
23268,宁泰馨苑,2003年建
23273,阳曲路181弄,1988年建
23279,航鹰小区,1976年建
23281,幸福第二公寓,1999年建
23282,亿润苑,2005年建
23284,闻喜路280弄,1987年建
23290,广中苑,1999年建
23296,绿雅苑,2002年建
23303,瑞和家园,2005年建
23309,宜川小区,1993年建
23310,恒凌公寓,2003年建
23314,绿地海悦,2004年建
23330,临汾路1244弄,1995年建
23336,虬江路909弄,1986年建
23338,中华新路730弄,1982年建
23345,时代鑫都,2001年建
23356,光华坊,1996年建
23357,新马路228号,
23361,惠龙公寓,2000年建
23365,永和阳光苑,2005年建
23366,北宝兴路10弄,1988年建
23375,平广大楼,1994年建
23382,宝通路466弄,1986年建
23395,鑫安公寓,1999年建
23402,沪太家具大厦,1999年建
23405,昆泰大厦,1999年建
23410,大统路159弄,1977年建
23412,临汾路1320弄,1995年建
23414,沪金大楼,1995年建
23416,河滨豪园,2000年建
23417,申桂公寓,1997年建
23418,芷江西路165弄,1995年建
23419,临汾路541号,1990年建
23437,东方公寓（闸北）,1998年建
23453,望景苑,2002年建
23461,永和教师苑,1996年建
23479,永和苑,1999年建
23483,康悦亚洲花园,2006年建
23503,广延路26弄,1978年建
23512,原水小区（闸北）,1998年建
23529,共和新路2103弄,1979年建
23542,沪太路651弄,1982年建
23548,永盛苑,2003年建
23556,象屿大宁悦府,
23607,洛川中路990号,1986年建
23608,中海万锦城（三期）,2014年建
23610,中鸿大厦,2001年建
23618,宝昌路610弄,1987年建
23684,交城路202号,1995年建
23692,星阳苑,2003年建
23715,永兴小马路70号,1985年建
23721,兴亚广场（办公楼）,2003年建
23724,共和新路4699弄,1996年建
23726,闻喜华庭,
23745,苏河融景,
23746,共和新路2203弄,2014年建
23753,平型关路450弄,1987年建
23755,企业公馆,2015年建
23855,长虹大厦,1998年建
23903,久乐苑,1998年建
24060,北郊小区,1993年建
24061,金属新村,1995年建
24063,华敏大厦,1998年建
24064,祥德路143弄,1991年建
24065,新北大楼,1989年建
24066,新潮时代大厦,2004年建
24068,新市南路1148弄,1995年建
24070,凯润金城,2006年建
24071,虹连大楼,1994年建
24072,福赐花苑,1998年建
24073,蒋家桥路9号,1982年建
24074,虹叶花苑,1996年建
24076,宏惠花苑,2002年建
24077,同和苑,1991年建
24080,曲阳路769号,1990年建
24082,虹口花苑,1997年建
24087,虹祺花苑（公寓）,1999年建
24089,广中一村,1993年建
24092,运光路103号,1983年建
24094,江杨家园,2007年建
24095,意和家园,1999年建
24096,宇泰景苑,2003年建
24098,沽源路113弄,1989年建
24099,逸虹景苑,2005年建
24101,万东小区,1993年建
24102,水电路201号,1989年建
24103,民华小区,1990年建
24104,四平路421弄,1986年建
24105,锦苑小区（虹口）,1992年建
24107,秀苑小区,1996年建
24108,宝鸿小区,1993年建
24109,振新大厦,1994年建
24110,裕群公寓,1998年建
24111,东体育会路380弄,1977年建
24112,金机大厦（公寓）,1997年建
24113,车南小区,1995年建
24115,上农新村,1985年建
24117,纪念小区,1994年建
24120,花园城,2003年建
24121,玉龙大厦,1998年建
24124,东体育会路401弄,1982年建
24125,三门小区,1998年建
24126,上外中山大楼,1990年建
24127,新中新村,1964年建
24128,逸仙小区,1987年建
24132,科兰公寓,1995年建
24133,广灵一村,1975年建
24140,鸿旭豪苑,
24141,安业公寓,2008年建
24142,复旦小区,1988年建
24144,蒋家桥小区,1986年建
24147,大西小区,1976年建
24150,瑞虹新城（四期）,2011年建
24151,广中四村,1962年建
24152,通海小区,1979年建
24156,保民新村,1983年建
24158,嘉杰国际广场（公寓）,2007年建
24159,乐久公寓,1999年建
24160,广中三村,1964年建
24164,绿洲紫荆花园,2002年建
24168,海湾新苑,1998年建
24173,纪念一小区,1995年建
24177,景瑞花园,1996年建
24178,垦业小区,1986年建
24180,优抚园,1986年建
24183,新海城,1999年建
24184,家化公寓,1997年建
24187,云舫小区,
24193,仁德小区,1990年建
24201,外滩99,2007年建
24202,恒城花苑,1997年建
24204,大三小区,1991年建
24206,祥德路450弄,1958年建
24211,西宝兴路949弄,1989年建
24218,同华苑,1998年建
24220,曲阳大楼,1988年建
24222,中皇广场,2000年建
24227,宏凯公寓,1998年建
24228,赤峰路525号,1996年建
24230,三九大厦,1996年建
24232,海伦新苑,2004年建
24234,白金府邸,2005年建
24237,金殿苑,1999年建
24239,和泰玫瑰园,2000年建
24241,周家嘴路1050号,1983年建
24242,盛安家园,2011年建
24243,曲阳新村,1994年建
24245,凯虹家园,2001年建
24246,文新小区,1997年建
24247,天宝西路8号,1982年建
24249,明光公寓,1998年建
24250,文苑小区（虹口）,1996年建
24253,晨林花苑,1998年建
24256,珊瑚苑,2002年建
24267,四平路幸福村,1990年建
24268,金宝大厦,1997年建
24270,吴家湾路200弄,1993年建
24280,奎照路411弄,1998年建
24281,怡景大厦,1996年建
24282,中信和平家园,2010年建
24283,欧洲花园,1998年建
24286,广中路512号,1984年建
24289,华东公寓,1996年建
24294,天通庵路681号,1990年建
24295,春江小区（虹口）,1995年建
24300,曲阳花苑,1997年建
24302,水电路1344弄,1994年建
24305,绿缘小区,1998年建
24306,广灵四路280弄,1995年建
24308,天宝绿洲,2002年建
24315,复城国际（公寓）,2008年建
24316,蒋家桥路25弄,1978年建
