,name,location,hospital,bus,mall,subway,school,officeBuild,to_center_distance
5001,瞿溪路804号,"{'lat': 31.206504, 'lng': 121.487826}",46.0,35.0,7.0,4.0,44.0,89.0,3264.604716051131
5002,怡绿公寓,"{'lat': 31.20949, 'lng': 121.487577}",60.0,43.0,9.0,5.0,69.0,102.0,2934.614860858125
5003,陕西南路83弄,"{'lat': 31.22377, 'lng': 121.465398}",73.0,47.0,14.0,3.0,86.0,132.0,1970.810469677877
5004,实华公寓,"{'lat': 31.220096, 'lng': 121.490987}",61.0,50.0,13.0,4.0,65.0,91.0,1932.7061985700113
5005,杰仕豪庭,"{'lat': 31.234115, 'lng': 121.47501}",57.0,76.0,15.0,6.0,37.0,134.0,597.4644300313022
5006,百花公寓,"{'lat': 31.212988, 'lng': 121.495983}",53.0,42.0,4.0,3.0,67.0,73.0,2854.487679161366
5007,家化中房苑,"{'lat': 31.245383, 'lng': 121.47864}",30.0,55.0,16.0,6.0,52.0,126.0,1145.9653442249448
5008,翠湖天地嘉苑,"{'lat': 31.223518, 'lng': 121.482365}",97.0,66.0,19.0,5.0,71.0,137.0,1315.3846959625348
5009,唐城公寓,"{'lat': 31.222564, 'lng': 121.496095}",47.0,45.0,10.0,4.0,69.0,77.0,2007.0211778207308
5010,蒙自路216号,"{'lat': 31.211402, 'lng': 121.484004}",68.0,39.0,11.0,5.0,90.0,111.0,2671.3737939858634
5011,越纪公寓,"{'lat': 31.20741, 'lng': 121.497579}",34.0,30.0,3.0,3.0,39.0,36.0,3473.0623249142022
5012,制造局路521号,"{'lat': 31.209766, 'lng': 121.491359}",47.0,42.0,9.0,5.0,59.0,73.0,3001.0654723018106
5013,白玉兰家园,"{'lat': 31.205281, 'lng': 121.498058}",23.0,25.0,3.0,3.0,26.0,30.0,3705.5541071020566
5014,天歌大厦,"{'lat': 31.20195, 'lng': 121.478454}",25.0,28.0,6.0,3.0,35.0,79.0,3717.2392800514967
5015,瑞南新苑,"{'lat': 31.206107, 'lng': 121.475441}",41.0,35.0,11.0,4.0,54.0,117.0,3291.131135130605
5016,汝南街小区,"{'lat': 31.208009, 'lng': 121.490667}",40.0,40.0,9.0,4.0,53.0,69.0,3167.0905134351133
5017,蒙自路380弄,"{'lat': 31.208985, 'lng': 121.485368}",54.0,41.0,10.0,5.0,62.0,111.0,2953.706774256814
5018,德玛公寓,"{'lat': 31.210215, 'lng': 121.469503}",50.0,37.0,7.0,2.0,106.0,122.0,3000.8656979576876
5019,永嘉路25弄,"{'lat': 31.217124, 'lng': 121.470456}",75.0,37.0,11.0,3.0,118.0,141.0,2262.091417169181
5020,华浩苑,"{'lat': 31.213171, 'lng': 121.491599}",61.0,46.0,6.0,4.0,69.0,86.0,2654.1511213726826
5021,中辉新苑,"{'lat': 31.201673, 'lng': 121.481169}",23.0,28.0,6.0,2.0,30.0,68.0,3739.2622092440747
5022,兴林公寓,"{'lat': 31.218979, 'lng': 121.494648}",58.0,46.0,4.0,3.0,74.0,74.0,2223.4852869242022
5023,华丽家族汇景天地（公寓）,"{'lat': 31.20456, 'lng': 121.484375}",44.0,30.0,6.0,3.0,40.0,90.0,3432.064317963981
5024,中山南一路1043弄,"{'lat': 31.201895, 'lng': 121.479073}",25.0,28.0,6.0,3.0,32.0,79.0,3719.7676709151087
5025,百汇大厦,"{'lat': 31.215756, 'lng': 121.486876}",68.0,53.0,9.0,5.0,97.0,117.0,2240.7211732355004
5026,锦城公寓,"{'lat': 31.208721, 'lng': 121.476731}",51.0,40.0,12.0,5.0,60.0,122.0,2985.1340438206526
5027,浩城华苑,"{'lat': 31.221291, 'lng': 121.502929}",36.0,32.0,5.0,3.0,64.0,70.0,2592.2043433046947
5028,蒙自路601弄,"{'lat': 31.205644, 'lng': 121.487097}",45.0,35.0,7.0,3.0,42.0,91.0,3346.0202782919932
5029,瑞金二路48弄,"{'lat': 31.222136, 'lng': 121.470516}",92.0,44.0,11.0,3.0,113.0,138.0,1778.5347439183834
5030,上海滩花园,"{'lat': 31.224804, 'lng': 121.506558}",28.0,23.0,4.0,1.0,40.0,63.0,2683.9757918926257
5031,浦江公馆,"{'lat': 31.228066, 'lng': 121.505542}",24.0,32.0,11.0,1.0,38.0,43.0,2455.7567665790366
5032,局门后路19号,"{'lat': 31.214558, 'lng': 121.487593}",74.0,51.0,6.0,4.0,84.0,122.0,2386.7614110164945
5033,佳日公寓,"{'lat': 31.230315, 'lng': 121.49394}",44.0,67.0,34.0,3.0,57.0,101.0,1337.4342319188802
5034,中山南一路1026号,"{'lat': 31.20123, 'lng': 121.478535}",24.0,26.0,6.0,3.0,33.0,73.0,3796.604389971573
5035,锦绣家园,"{'lat': 31.213728, 'lng': 121.492919}",65.0,43.0,7.0,3.0,71.0,80.0,2647.445320439085
5036,海潮路256弄,"{'lat': 31.21319, 'lng': 121.503847}",27.0,32.0,2.0,2.0,45.0,51.0,3272.1905136891364
5037,瞿溪路846号,"{'lat': 31.206351, 'lng': 121.486979}",46.0,35.0,7.0,4.0,44.0,93.0,3266.6411374853415
5038,瞿溪路806号,"{'lat': 31.206504, 'lng': 121.487826}",46.0,35.0,7.0,4.0,44.0,89.0,3264.604716051131
5039,先棉祠街31号,"{'lat': 31.223145, 'lng': 121.49812}",49.0,35.0,11.0,4.0,68.0,73.0,2105.7028266208376
5040,市民新村,"{'lat': 31.209951, 'lng': 121.499167}",39.0,33.0,3.0,3.0,47.0,52.0,3299.1365703449155
5041,合肥路269号,"{'lat': 31.220339, 'lng': 121.481527}",99.0,50.0,13.0,5.0,76.0,130.0,1664.1066593023381
5042,花园公寓（卢湾）,"{'lat': 31.22135, 'lng': 121.479388}",91.0,55.0,17.0,5.0,82.0,135.0,1560.1884300173076
5043,局门路405弄,"{'lat': 31.21011, 'lng': 121.489031}",52.0,45.0,9.0,5.0,69.0,93.0,2899.893847457332
5044,经纬公寓,"{'lat': 31.227312, 'lng': 121.483139}",68.0,80.0,21.0,4.0,58.0,140.0,908.4612513507783
5045,开城新苑,"{'lat': 31.212054, 'lng': 121.482987}",65.0,40.0,12.0,4.0,80.0,112.0,2590.9130608483633
5046,安佳公寓,"{'lat': 31.209737, 'lng': 121.486567}",60.0,39.0,9.0,5.0,74.0,113.0,2889.0655369308197
5047,明华大厦,"{'lat': 31.218326, 'lng': 121.489891}",53.0,55.0,11.0,4.0,70.0,96.0,2062.840968086544
5048,精文苑,"{'lat': 31.206963, 'lng': 121.498659}",27.0,28.0,3.0,3.0,35.0,35.0,3564.3490102695905
5049,瑞金新苑,"{'lat': 31.21524, 'lng': 121.480967}",67.0,47.0,10.0,3.0,88.0,117.0,2230.7402639947145
5050,城信大厦,"{'lat': 31.214815, 'lng': 121.493992}",60.0,45.0,8.0,2.0,74.0,78.0,2585.0837422240415
5051,振颖苑,"{'lat': 31.214487, 'lng': 121.478386}",70.0,41.0,10.0,3.0,94.0,115.0,2329.167202556491
5052,陆家浜路1382弄,"{'lat': 31.216213, 'lng': 121.489004}",64.0,51.0,10.0,5.0,89.0,103.0,2250.386243118797
5053,郁金香花苑,"{'lat': 31.206865, 'lng': 121.476283}",36.0,37.0,11.0,5.0,55.0,120.0,3195.476722143459
5054,莱兴公寓,"{'lat': 31.207776, 'lng': 121.478082}",42.0,36.0,10.0,5.0,60.0,116.0,3074.4123954662314
5055,丽南公寓,"{'lat': 31.216534, 'lng': 121.496726}",55.0,39.0,7.0,5.0,77.0,67.0,2559.560284950938
5056,瞿溪路680弄,"{'lat': 31.20746, 'lng': 121.490293}",38.0,38.0,9.0,4.0,53.0,67.0,3215.8251296901044
5057,海珀日晖,"{'lat': 31.198741, 'lng': 121.480744}",14.0,23.0,6.0,2.0,14.0,60.0,4065.458016412926
5058,紫华大楼,"{'lat': 31.232904, 'lng': 121.476069}",71.0,76.0,19.0,7.0,38.0,138.0,550.8242551245739
5059,新中苑,"{'lat': 31.210203, 'lng': 121.496112}",41.0,39.0,3.0,4.0,57.0,59.0,3132.972249366874
5060,黄浦丽园,"{'lat': 31.214024, 'lng': 121.490663}",62.0,47.0,7.0,4.0,70.0,87.0,2533.2949479598933
5061,蓬莱花苑,"{'lat': 31.223566, 'lng': 121.498728}",47.0,33.0,12.0,3.0,68.0,73.0,2121.233946487351
5062,马当路418弄,"{'lat': 31.21998, 'lng': 121.481844}",96.0,51.0,11.0,5.0,78.0,127.0,1704.9349545187386
5063,淮海大厦,"{'lat': 31.230923, 'lng': 121.483441}",60.0,85.0,21.0,6.0,38.0,158.0,533.7506822888095
5064,帝庭,"{'lat': 31.213227, 'lng': 121.478636}",64.0,39.0,9.0,4.0,91.0,104.0,2466.0277596206356
5065,祥安公寓,"{'lat': 31.211843, 'lng': 121.487186}",66.0,48.0,9.0,4.0,82.0,114.0,2671.034173327542
5066,建新公寓,"{'lat': 31.220855, 'lng': 121.490517}",63.0,54.0,14.0,4.0,62.0,97.0,1837.2235419445808
5067,汉口路407号,"{'lat': 31.240801, 'lng': 121.489196}",48.0,81.0,28.0,4.0,62.0,199.0,980.1996253885818
5068,金汇园,"{'lat': 31.216485, 'lng': 121.499195}",43.0,33.0,7.0,5.0,71.0,65.0,2706.4989349985153
5069,富源公寓,"{'lat': 31.212815, 'lng': 121.476718}",59.0,41.0,8.0,4.0,93.0,112.0,2535.4214458651095
5070,共和园小区,"{'lat': 31.228815, 'lng': 121.505458}",22.0,33.0,12.0,1.0,39.0,46.0,2422.113141514605
5071,顺天村（南区）,"{'lat': 31.234729, 'lng': 121.475069}",61.0,79.0,16.0,6.0,45.0,132.0,580.6110304556702
5072,打浦路303弄,"{'lat': 31.206475, 'lng': 121.479405}",39.0,35.0,10.0,5.0,54.0,109.0,3209.541652897465
5073,复兴中路626弄,"{'lat': 31.22073, 'lng': 121.4701}",90.0,39.0,11.0,4.0,113.0,142.0,1930.502759969664
5074,光启路103弄,"{'lat': 31.229708, 'lng': 121.500906}",24.0,43.0,19.0,2.0,50.0,63.0,1979.6594544110005
5075,局门路160号,"{'lat': 31.212701, 'lng': 121.487086}",71.0,49.0,9.0,4.0,89.0,113.0,2575.842861754147
5076,永泰街43弄,"{'lat': 31.221379, 'lng': 121.50409}",36.0,31.0,3.0,2.0,58.0,74.0,2675.584164701537
5077,雅庐苑,"{'lat': 31.217984, 'lng': 121.49162}",59.0,53.0,8.0,4.0,71.0,79.0,2168.1737844687527
5078,望江苑,"{'lat': 31.204684, 'lng': 121.495765}",24.0,29.0,3.0,2.0,29.0,35.0,3677.5904036439406
5079,花园坊,"{'lat': 31.21986, 'lng': 121.47188}",83.0,46.0,15.0,5.0,95.0,138.0,1929.5159065711389
5080,茂名坊,"{'lat': 31.220724, 'lng': 121.468867}",89.0,35.0,13.0,3.0,114.0,136.0,1997.2137366283696
5081,中恒公寓,"{'lat': 31.224913, 'lng': 121.504212}",29.0,26.0,6.0,1.0,53.0,66.0,2479.3343086634645
5082,普育西路110号,"{'lat': 31.216627, 'lng': 121.500459}",37.0,31.0,5.0,4.0,67.0,58.0,2772.4452272228255
5083,沧海苑,"{'lat': 31.221993, 'lng': 121.496442}",48.0,43.0,8.0,4.0,71.0,79.0,2075.319717166123
5084,思南公寓,"{'lat': 31.220811, 'lng': 121.474817}",85.0,48.0,16.0,6.0,90.0,135.0,1719.6962760245526
5085,同春坊,"{'lat': 31.240286, 'lng': 121.477728}",52.0,67.0,21.0,7.0,50.0,139.0,642.2029728791993
5086,马园街25弄,"{'lat': 31.232067, 'lng': 121.500928}",19.0,45.0,17.0,1.0,41.0,79.0,1915.5598826580303
5087,新闸路274号,"{'lat': 31.245167, 'lng': 121.474589}",36.0,51.0,12.0,6.0,47.0,139.0,1261.4653874845542
5088,林荫大楼,"{'lat': 31.217966, 'lng': 121.492927}",62.0,49.0,8.0,3.0,73.0,76.0,2229.7622737424817
5089,绿城黄浦湾,"{'lat': 31.223468, 'lng': 121.510994}",20.0,24.0,1.0,1.0,27.0,61.0,3128.803034163968
5090,凯德茂名公馆,"{'lat': 31.228705, 'lng': 121.468356}",87.0,57.0,15.0,3.0,66.0,142.0,1419.559714060097
5091,建国大厦,"{'lat': 31.219702, 'lng': 121.48806}",63.0,55.0,16.0,4.0,77.0,119.0,1855.170828365828
5092,振兴大楼,"{'lat': 31.233466, 'lng': 121.475926}",63.0,75.0,17.0,7.0,40.0,139.0,535.9958737991957
5093,斜土路74号,"{'lat': 31.212124, 'lng': 121.490117}",65.0,47.0,10.0,4.0,65.0,87.0,2714.881169334327
5094,山北小区,"{'lat': 31.245876, 'lng': 121.489945}",44.0,72.0,27.0,3.0,62.0,192.0,1443.4706152268727
5095,新闸路278号,"{'lat': 31.245312, 'lng': 121.474241}",35.0,48.0,12.0,6.0,48.0,136.0,1291.9868737197055
5096,五里桥路262号,"{'lat': 31.209115, 'lng': 121.486168}",55.0,38.0,10.0,5.0,63.0,110.0,2950.7563563318317
5097,裕和公寓,"{'lat': 31.210456, 'lng': 121.490671}",50.0,45.0,9.0,5.0,62.0,77.0,2907.5251573403393
5098,中汇公寓,"{'lat': 31.214882, 'lng': 121.486574}",69.0,49.0,8.0,4.0,97.0,126.0,2328.5608085026356
5099,陕西南路271弄,"{'lat': 31.214505, 'lng': 121.471574}",64.0,38.0,8.0,4.0,99.0,138.0,2484.841598856569
5100,嘉登公寓,"{'lat': 31.204788, 'lng': 121.493466}",27.0,31.0,8.0,2.0,33.0,43.0,3589.6721205018134
5101,怡水豪庭,"{'lat': 31.246403, 'lng': 121.481394}",35.0,57.0,24.0,5.0,63.0,142.0,1234.7234748297244
5102,新世纪大厦,"{'lat': 31.218246, 'lng': 121.495797}",54.0,46.0,7.0,4.0,73.0,71.0,2353.508981673988
5103,中山南一路1022号,"{'lat': 31.201354, 'lng': 121.478877}",24.0,27.0,6.0,3.0,33.0,74.0,3780.8560737874564
5104,复兴苑,"{'lat': 31.219705, 'lng': 121.481224}",88.0,50.0,13.0,4.0,77.0,130.0,1734.2140438766862
5105,四牌楼路147号,"{'lat': 31.227749, 'lng': 121.502051}",24.0,35.0,18.0,2.0,49.0,45.0,2158.377166773466
5106,华府天地睿园,"{'lat': 31.213859, 'lng': 121.497451}",58.0,37.0,5.0,4.0,67.0,68.0,2844.3640686044446
5107,徐家汇路77弄,"{'lat': 31.216137, 'lng': 121.487186}",65.0,52.0,9.0,5.0,96.0,115.0,2207.1493992265773
5108,普育东路36号,"{'lat': 31.215566, 'lng': 121.502591}",34.0,31.0,3.0,4.0,60.0,52.0,2996.046711441455
5109,五里桥路260弄,"{'lat': 31.209462, 'lng': 121.48686}",59.0,41.0,9.0,5.0,70.0,109.0,2924.2122451120026
5110,县左街20弄,"{'lat': 31.229713, 'lng': 121.501499}",24.0,42.0,18.0,2.0,48.0,57.0,2033.0942066027665
5111,瞿溪路127号,"{'lat': 31.211893, 'lng': 121.500443}",34.0,34.0,4.0,3.0,47.0,48.0,3184.996455746217
5112,永惠大厦,"{'lat': 31.221754, 'lng': 121.491691}",74.0,54.0,12.0,4.0,64.0,91.0,1809.9068511148353
5113,蒙自路430弄,"{'lat': 31.208525, 'lng': 121.485262}",55.0,40.0,10.0,5.0,57.0,111.0,3003.0558192031226
5114,淮海中路542弄,"{'lat': 31.227162, 'lng': 121.47503}",82.0,66.0,18.0,5.0,72.0,132.0,1075.3774612976713
5115,鲁班大楼,"{'lat': 31.202778, 'lng': 121.484804}",34.0,24.0,5.0,2.0,36.0,72.0,3633.1454084898573
5116,爱心公寓,"{'lat': 31.200867, 'lng': 121.434189}",44.0,40.0,4.0,6.0,139.0,102.0,5881.627574130753
5117,海南西弄56号,"{'lat': 31.216542, 'lng': 121.503803}",33.0,29.0,4.0,3.0,56.0,57.0,2999.1920643011654
5118,光启路91号,"{'lat': 31.229916, 'lng': 121.500918}",24.0,43.0,17.0,2.0,49.0,65.0,1973.6009809073396
5119,蒙自路345弄,"{'lat': 31.210074, 'lng': 121.48528}",63.0,42.0,10.0,5.0,85.0,112.0,2832.6153489060002
5120,淮海中路834号,"{'lat': 31.224637, 'lng': 121.468923}",93.0,48.0,11.0,2.0,112.0,138.0,1659.8828910102209
5121,中山南路1814弄,"{'lat': 31.213439, 'lng': 121.506026}",22.0,26.0,2.0,2.0,32.0,37.0,3392.5718436823936
5122,海佳大厦,"{'lat': 31.216291, 'lng': 121.468562}",83.0,35.0,11.0,3.0,121.0,135.0,2428.659239801008
5123,丽园路710弄,"{'lat': 31.212165, 'lng': 121.485587}",66.0,44.0,10.0,5.0,90.0,116.0,2607.140760441242
5124,万宜坊,"{'lat': 31.22002, 'lng': 121.477588}",84.0,51.0,17.0,5.0,87.0,124.0,1732.3909463689968
5125,瞿溪路802号,"{'lat': 31.206504, 'lng': 121.487826}",46.0,35.0,7.0,4.0,44.0,89.0,3264.604716051131
5126,瞿溪路1003弄,"{'lat': 31.205401, 'lng': 121.483889}",49.0,31.0,8.0,3.0,43.0,91.0,3334.994838424622
5127,金瓯万国大厦,"{'lat': 31.239662, 'lng': 121.475884}",52.0,70.0,18.0,7.0,48.0,131.0,696.2502598458739
5128,巨鹿路385号,"{'lat': 31.228839, 'lng': 121.465708}",76.0,47.0,18.0,4.0,71.0,162.0,1633.6801750142783
5129,丽丽小区,"{'lat': 31.212286, 'lng': 121.488488}",71.0,45.0,9.0,4.0,81.0,102.0,2652.8426748841825
5130,祥康里,"{'lat': 31.238848, 'lng': 121.475326}",52.0,68.0,13.0,6.0,47.0,140.0,678.9712301339879
5131,人才大厦,"{'lat': 31.248161, 'lng': 121.466523}",17.0,42.0,11.0,5.0,32.0,131.0,1993.900347952401
5132,牌楼路31弄,"{'lat': 31.219573, 'lng': 121.493073}",61.0,46.0,7.0,3.0,70.0,79.0,2084.751413466259
5133,思南公馆,"{'lat': 31.220811, 'lng': 121.474817}",85.0,48.0,16.0,6.0,90.0,135.0,1719.6962760245526
5134,蒙自路224号,"{'lat': 31.211185, 'lng': 121.484427}",66.0,41.0,11.0,5.0,89.0,112.0,2699.7404229215044
5135,华教大厦,"{'lat': 31.216719, 'lng': 121.497452}",50.0,36.0,7.0,4.0,76.0,66.0,2583.6610913459303
5136,锦麟天地雅苑,"{'lat': 31.226027, 'lng': 121.48005}",83.0,83.0,23.0,5.0,68.0,138.0,1036.4065256708243
5137,露香园,"{'lat': 31.231743, 'lng': 121.491004}",53.0,84.0,32.0,4.0,51.0,131.0,1017.9741752638879
5138,建国中路149号,"{'lat': 31.215078, 'lng': 121.47463}",71.0,39.0,10.0,5.0,95.0,121.0,2332.3134364877264
5139,斜土路556弄,"{'lat': 31.208931, 'lng': 121.482449}",49.0,39.0,10.0,5.0,53.0,109.0,2934.8535348325663
5140,淮海中路822号,"{'lat': 31.224565, 'lng': 121.468921}",93.0,47.0,11.0,2.0,112.0,138.0,1665.744559641022
5141,瞿二小区,"{'lat': 31.211756, 'lng': 121.494607}",55.0,43.0,5.0,2.0,61.0,70.0,2914.5201347075686
5142,富丽华大厦,"{'lat': 31.224441, 'lng': 121.469759}",94.0,49.0,11.0,3.0,114.0,145.0,1621.430882981782
5143,南川大楼,"{'lat': 31.248921, 'lng': 121.492299}",25.0,63.0,20.0,4.0,55.0,175.0,1849.1368974884624
5144,唐家宅小区,"{'lat': 31.207961, 'lng': 121.495168}",35.0,35.0,3.0,2.0,44.0,50.0,3319.8838285210127
5145,长乐村,"{'lat': 31.22583, 'lng': 121.46504}",70.0,45.0,19.0,3.0,77.0,149.0,1858.000084550161
5146,宁新小区,"{'lat': 31.284015, 'lng': 121.459632}",31.0,31.0,1.0,2.0,61.0,40.0,5789.667462517169
5147,中华路1141弄,"{'lat': 31.220825, 'lng': 121.495262}",51.0,47.0,7.0,3.0,74.0,83.0,2096.257352553449
5148,淮海中路542号,"{'lat': 31.227, 'lng': 121.475146}",81.0,68.0,18.0,5.0,72.0,131.0,1084.7468481787844
5149,长峰馨园,"{'lat': 31.218768, 'lng': 121.505869}",31.0,28.0,2.0,2.0,41.0,49.0,2984.7909574934974
5150,西姚家弄51号,"{'lat': 31.228157, 'lng': 121.50274}",24.0,37.0,18.0,2.0,46.0,48.0,2202.099208250669
5151,国货路378号,"{'lat': 31.214456, 'lng': 121.499005}",53.0,36.0,5.0,4.0,59.0,66.0,2873.755641662951
5152,瑞金二路130号,"{'lat': 31.217071, 'lng': 121.47233}",67.0,41.0,13.0,4.0,98.0,135.0,2193.3205553249268
5153,牌楼路23号,"{'lat': 31.219889, 'lng': 121.492843}",59.0,45.0,7.0,3.0,67.0,83.0,2043.3704296946541
5154,建德小区,"{'lat': 31.240348, 'lng': 121.365697}",8.0,25.0,2.0,2.0,9.0,19.0,10989.8786863662
5155,香山丽舍（公寓）,"{'lat': 31.211077, 'lng': 121.477596}",57.0,41.0,10.0,4.0,87.0,113.0,2714.571620705754
5156,渔阳里,"{'lat': 31.226128, 'lng': 121.474718}",75.0,68.0,18.0,5.0,80.0,129.0,1188.7435286606649
5157,中复小区,"{'lat': 31.22716, 'lng': 121.505193}",24.0,32.0,10.0,1.0,40.0,50.0,2459.7052773069554
5158,海潮路230弄,"{'lat': 31.213661, 'lng': 121.503967}",29.0,32.0,2.0,3.0,48.0,53.0,3240.6521301090484
5159,福海小区,"{'lat': 31.243056, 'lng': 121.476475}",48.0,55.0,19.0,6.0,49.0,130.0,969.6441525602697
5160,阳光里,"{'lat': 31.21778, 'lng': 121.507097}",29.0,22.0,1.0,2.0,31.0,39.0,3144.4883038641156
5161,东泰花苑,"{'lat': 31.206242, 'lng': 121.478452}",37.0,35.0,9.0,4.0,55.0,106.0,3241.298325771193
5162,陆家浜大楼,"{'lat': 31.21787, 'lng': 121.4922}",63.0,52.0,7.0,4.0,74.0,78.0,2205.2032769205634
5163,中信福申大楼,"{'lat': 31.23736, 'lng': 121.488691}",52.0,94.0,42.0,5.0,58.0,209.0,753.6296360295513
5164,皋兰路21弄,"{'lat': 31.222823, 'lng': 121.472064}",93.0,51.0,16.0,4.0,91.0,132.0,1633.9169117297436
5165,正达公寓,"{'lat': 31.2104, 'lng': 121.488979}",54.0,46.0,9.0,5.0,71.0,94.0,2867.468133768292
5166,斜土路12号,"{'lat': 31.212315, 'lng': 121.49073}",63.0,46.0,6.0,4.0,66.0,87.0,2713.7577556844144
5167,普育小区,"{'lat': 31.218074, 'lng': 121.500213}",37.0,36.0,6.0,3.0,68.0,62.0,2637.934320231659
5168,荣业里,"{'lat': 31.226652, 'lng': 121.473474}",82.0,66.0,17.0,5.0,80.0,134.0,1206.6718275572257
5169,海兴广场,"{'lat': 31.210504, 'lng': 121.474329}",59.0,33.0,5.0,4.0,94.0,127.0,2832.3185912920526
5170,南塘浜路115号,"{'lat': 31.209532, 'lng': 121.479639}",49.0,37.0,10.0,4.0,72.0,117.0,2868.928495907823
5171,斜土路723弄,"{'lat': 31.209191, 'lng': 121.479216}",43.0,35.0,10.0,5.0,65.0,119.0,2909.050813634755
5172,海洲国际华园,"{'lat': 31.215631, 'lng': 121.499911}",34.0,36.0,5.0,4.0,68.0,63.0,2823.110614815864
5173,宁波路561号,"{'lat': 31.242618, 'lng': 121.483523}",44.0,79.0,26.0,6.0,66.0,165.0,844.5933221833229
5174,陕西南路271弄23支弄,"{'lat': 31.214505, 'lng': 121.471574}",64.0,38.0,8.0,4.0,99.0,138.0,2484.841598856569
5175,兰馨公寓（卢湾）,"{'lat': 31.227749, 'lng': 121.46732}",78.0,47.0,16.0,3.0,75.0,141.0,1559.3412672201225
5176,达新大楼,"{'lat': 31.210931, 'lng': 121.487032}",64.0,46.0,9.0,5.0,83.0,108.0,2767.150327219669
5177,汇丽小区,"{'lat': 31.214033, 'lng': 121.477667}",68.0,42.0,9.0,4.0,92.0,112.0,2387.8256021096545
5178,海上梦苑,"{'lat': 31.205575, 'lng': 121.486588}",44.0,32.0,7.0,3.0,41.0,95.0,3345.745370473772
5179,上海人家,"{'lat': 31.235734, 'lng': 121.485267}",62.0,95.0,34.0,6.0,64.0,189.0,395.41759226082286
5180,南塘浜路93弄,"{'lat': 31.20981, 'lng': 121.480948}",47.0,39.0,10.0,4.0,73.0,113.0,2834.526641142613
5181,曹市弄42弄,"{'lat': 31.531003, 'lng': 121.881068}",2.0,2.0,0.0,0.0,3.0,0.0,50223.57062627976
5182,雾晓大楼,"{'lat': 31.209782, 'lng': 121.500678}",35.0,32.0,3.0,3.0,41.0,42.0,3391.7339804672374
5183,巨鹿路268号,"{'lat': 31.229298, 'lng': 121.468149}",91.0,55.0,16.0,3.0,51.0,147.0,1403.9207631254583
5184,中山南路1750号,"{'lat': 31.209571, 'lng': 121.499521}",35.0,33.0,3.0,3.0,44.0,51.0,3352.738255538194
5185,原水小区（制造局路208弄）,"{'lat': 31.213748, 'lng': 121.490132}",66.0,44.0,5.0,5.0,71.0,90.0,2544.5712924123864
5186,瞿溪路126号,"{'lat': 31.211699, 'lng': 121.500708}",33.0,34.0,4.0,3.0,45.0,48.0,3217.159294442888
5187,光启路105号,"{'lat': 31.229656, 'lng': 121.500908}",24.0,42.0,19.0,2.0,50.0,63.0,1981.6643788994836
5188,扬子江家园,"{'lat': 31.206093, 'lng': 121.476964}",37.0,38.0,11.0,4.0,54.0,113.0,3271.9546888437167
5189,茂名大楼,"{'lat': 31.216856, 'lng': 121.469877}",81.0,37.0,10.0,3.0,123.0,141.0,2313.7184024030526
5190,紫勋雍邸,"{'lat': 31.228402, 'lng': 121.472438}",90.0,64.0,16.0,5.0,46.0,146.0,1128.2310877816685
5191,海丽花园,"{'lat': 31.209307, 'lng': 121.476192}",53.0,37.0,12.0,5.0,71.0,125.0,2928.4284959643787
5192,曲园,"{'lat': 31.21489, 'lng': 121.471846}",62.0,37.0,8.0,4.0,99.0,135.0,2435.5494716718044
5193,福建中路195弄,"{'lat': 31.239685, 'lng': 121.487973}",49.0,92.0,31.0,5.0,56.0,209.0,812.2777868430487
5194,大众家园,"{'lat': 31.207032, 'lng': 121.487817}",46.0,36.0,7.0,4.0,52.0,90.0,3206.86875418205
5195,打浦路210弄,"{'lat': 31.207085, 'lng': 121.477275}",40.0,38.0,11.0,5.0,59.0,114.0,3158.9162007248606
5196,龙华小区,"{'lat': 31.201454, 'lng': 121.479323}",25.0,26.0,6.0,3.0,32.0,76.0,3767.57258020246
5197,永宁街66号,"{'lat': 31.221024, 'lng': 121.495031}",51.0,44.0,7.0,3.0,73.0,84.0,2065.196458300065
5198,打浦大楼,"{'lat': 31.211604, 'lng': 121.473615}",52.0,37.0,6.0,4.0,90.0,123.0,2730.3861157343595
5199,重新小区,"{'lat': 31.233411, 'lng': 121.477186}",81.0,80.0,21.0,7.0,43.0,147.0,430.60821275380715
5200,兴安路139号,"{'lat': 31.226967, 'lng': 121.477412}",85.0,77.0,20.0,5.0,67.0,131.0,992.1414555967551
5201,平利公寓,"{'lat': 31.221478, 'lng': 121.496981}",48.0,39.0,7.0,4.0,69.0,80.0,2152.0906007280564
5202,瑞金南路271弄,"{'lat': 31.20498, 'lng': 121.47525}",40.0,34.0,11.0,4.0,51.0,112.0,3417.7295574166646
5203,大林路43弄,"{'lat': 31.219434, 'lng': 121.494047}",58.0,45.0,5.0,2.0,70.0,78.0,2149.243971347621
5204,兴安路96弄,"{'lat': 31.227281, 'lng': 121.477211}",83.0,77.0,20.0,5.0,70.0,131.0,966.8306869936373
5205,金陵大楼,"{'lat': 31.237281, 'lng': 121.497711}",32.0,66.0,27.0,2.0,41.0,157.0,1590.9011770433892
5206,打浦路594号,"{'lat': 31.201092, 'lng': 121.480555}",24.0,26.0,6.0,3.0,30.0,72.0,3804.2707115159287
5207,永泰公寓,"{'lat': 31.149, 'lng': 121.53183}",6.0,35.0,2.0,1.0,19.0,7.0,10739.490561320963
5208,福州路646号,"{'lat': 31.238409, 'lng': 121.484999}",53.0,91.0,34.0,5.0,59.0,202.0,504.0996005619719
